-5.9718	-3.9538	-0.1694	1.9659	5.6266	-1.1613	5.8127	0.2902
-10.0408	-2.4048	2.9775	1.4793	17.0099	-2.0812	5.4939	-4.1682
-1.6122	4.0900	-1.2100	12.1230	-5.9965	-2.1893	-6.3957	0.1272
-3.1864	-4.7781	-2.8089	0.1647	0.5193	-1.0558	5.3528	4.6322
-4.9205	2.9284	1.7273	-6.2853	-3.4047	15.3141	1.0058	-2.4107
-0.7573	3.1113	-3.6076	7.0193	-3.1253	-2.9155	-3.6154	1.8888
-6.4318	-2.0276	8.1450	0.8268	7.4175	-1.5409	3.3895	-3.8917
-3.1603	-0.2970	14.6755	4.5295	-6.2368	0.8898	-2.8698	-1.8465
-1.0397	5.0763	-2.7125	10.4814	-4.2110	-3.1600	-5.8825	-0.1352
1.4289	-6.3681	-1.7885	-2.6614	-5.4146	0.2429	8.2203	1.3881
-3.0031	0.0594	16.3689	4.6945	-6.9409	0.0730	-3.6284	-1.8514
-5.1736	-1.1691	2.2767	-3.7105	-4.7991	15.0737	1.6270	-2.2335
4.1140	14.5552	-2.6365	-9.9176	2.1347	0.8496	0.2111	-3.4008
2.9172	11.2067	-3.6886	-4.8389	6.1758	-2.3383	-1.3224	-4.4306
-4.0221	-6.7290	-2.0520	-0.3798	1.0885	-0.9477	9.0166	2.5852
-2.2396	1.3521	-1.8605	6.0322	0.0349	-2.2190	-1.2807	0.5834
-5.9404	0.8991	1.3106	-5.3821	-3.4716	17.1928	-0.0428	-1.7789
-3.7819	-4.4178	-1.8388	1.0171	1.7840	-1.3129	5.8919	2.4895
-4.9033	2.4142	1.6387	-5.7155	-3.5852	15.2334	0.8265	-2.2095
-8.4197	-2.2082	2.6244	1.9427	12.7968	-1.9337	4.5154	-2.9485
4.3480	14.0142	-5.2739	-6.9357	5.1694	-1.7500	-1.7058	-4.0537
-4.1960	4.0273	2.6545	-6.5874	-3.7046	14.1321	1.0198	-2.6314
-4.2408	-6.8648	-1.4268	-0.3333	1.3502	-0.8207	9.6820	1.4423
-5.2052	-5.5860	-0.0593	0.4789	3.3056	-0.7785	8.8764	-0.4231
-2.4849	-6.6315	4.9153	-1.2513	-2.2580	-1.4469	10.3387	-1.5933
-4.8233	-5.3908	-0.6517	0.7672	2.9684	-1.0733	7.9939	0.3514
-6.7542	-4.6134	0.6696	1.4563	7.2748	-1.1944	7.1234	-1.0610
-6.9727	-1.6665	1.7475	1.6858	10.4395	-1.5886	4.1546	-2.3298
-5.5356	2.3770	0.9443	-6.5863	-2.2515	17.0574	0.8573	-3.6673
2.1782	8.6407	-5.6120	3.1211	1.3984	-3.7731	-4.9242	-1.4976
3.8507	15.1999	-3.4666	-9.3665	5.0804	-0.1330	-0.1274	-4.6981
2.4424	8.8933	-4.5453	-0.5454	3.5302	-3.0111	-3.1023	-2.7191
-4.1349	-5.9007	-1.1202	0.4965	1.4009	-0.8895	8.5648	0.8896
-0.0697	-5.4615	-6.9278	-3.6334	-4.4715	0.1659	1.1039	14.4323
14.1795	-1.4526	-7.3910	-8.4221	-12.2068	-2.4068	-0.5032	6.3229
-8.2551	-1.5603	5.0912	1.7831	12.3280	-1.5539	3.6496	-3.8202
3.3937	13.8996	-2.6977	-9.0416	3.4803	0.6406	0.1301	-3.8670
-1.2092	-0.4761	13.5502	4.1745	-7.2206	-0.2006	-2.6816	-1.5623
-9.5292	-2.1415	2.3284	1.8854	16.0121	-1.9457	5.1069	-3.5975
-9.1720	-1.9538	2.5273	1.8629	15.1048	-2.0046	4.7747	-3.6644
-1.6489	-3.2012	-4.4197	-0.5603	-0.8867	-0.8398	1.4030	8.0961
-4.7126	-6.4161	-1.1333	-0.0400	2.3051	-0.8625	9.1489	1.2089
2.9458	12.8560	-5.5909	-5.3459	8.8124	-2.4826	-1.5461	-4.8581
11.6341	-0.6244	-6.2632	-5.5267	-9.9713	-2.7009	-1.4791	5.0188
2.5633	12.9832	-5.6253	-5.5035	10.1368	-2.5119	-1.1930	-5.3490
3.7971	14.9927	-4.5825	-8.6110	7.4393	-1.2072	-0.3755	-5.1955
3.9407	10.6426	-4.2831	-4.2811	0.4876	-1.4140	-2.9380	-0.9266
-9.2916	-2.3943	2.5758	1.7883	14.8869	-1.7667	5.2856	-3.5910
-0.5944	4.5954	-2.8246	8.6857	-3.3959	-3.2658	-5.0918	0.3532
-7.9474	-1.9976	2.3585	1.0187	12.1658	-1.2680	4.7097	-2.5725
-10.0229	-2.2814	2.7769	1.7248	16.8371	-2.0421	5.3799	-3.9664
4.6994	16.6499	-3.9027	-10.7658	4.7474	-0.0795	0.0488	-4.8857
4.2445	15.3272	-4.8774	-8.8462	6.3319	-1.0787	-0.6313	-4.8948
-5.8683	-0.8182	3.8039	-2.4820	-6.8972	17.2177	-1.6888	0.5521
7.1579	10.8442	-4.1033	-8.2355	-0.8105	-1.2448	0.0049	-2.8768
3.6705	14.1833	-3.2329	-8.8692	4.7301	-0.1149	-0.0345	-4.4293
-1.9420	0.3450	15.0386	3.9557	-6.5103	-0.5533	-3.5614	-1.8398
-5.8788	-0.5538	3.5978	-2.4645	-6.3188	16.7498	-1.4664	0.0207
1.1558	-7.4255	-5.4193	-4.7071	-5.4365	0.7881	5.1796	10.0065
-5.4631	-5.8395	-0.2583	0.6147	3.7886	-0.9306	8.7802	-0.0175
-2.0445	2.2396	-1.7191	8.0219	-1.4593	-2.2467	-2.9209	0.3667
-4.9889	-1.3267	2.2403	-3.5419	-5.3701	15.4716	1.5124	-2.0438
1.7348	9.0691	-6.5034	3.0041	4.5840	-4.0236	-4.4494	-2.4955
3.4382	14.0590	-5.0611	-7.0727	7.7330	-1.7451	-0.9471	-4.9737
3.9322	13.0904	-6.0358	-4.9142	5.7507	-2.4688	-2.8018	-3.8282
12.5965	-8.2616	-5.0703	-5.5280	-14.6004	-1.8753	1.1141	8.0620
-4.1046	-6.6446	-1.9050	-0.4091	1.3295	-0.9148	8.9545	2.4294
0.6966	6.7865	-2.7523	-1.6347	3.1078	-0.8274	-1.3190	-1.2655
-1.0519	2.8126	-3.1965	6.8861	-2.4946	-2.9660	-2.8622	1.2403
-9.5473	-1.8475	3.0645	1.6168	15.9853	-1.8237	4.9829	-4.0780
-6.8754	-1.0351	1.4757	3.1694	9.9308	-2.1007	2.7231	-2.2225
-0.7319	0.1603	-2.9227	-7.3625	-1.2008	2.7027	12.5454	-2.2281
-8.6328	-2.0808	1.9948	1.8817	14.2345	-1.8218	4.7632	-3.0699
-3.1443	-5.8452	-3.0519	-0.9287	0.0746	-0.7250	6.3870	5.4086
-5.0619	-6.2674	-0.7516	0.2602	2.8698	-0.8887	9.2854	0.5055
-2.9429	-0.1104	11.9355	2.3477	-5.3778	2.0133	-1.5288	-1.9724
-4.8070	-6.2641	-0.7920	0.1472	2.4395	-0.7878	9.2865	0.4886
1.6119	7.0655	-3.0745	-7.9418	-1.6307	3.0062	1.5496	2.1146
12.2925	-1.8896	-5.0779	-7.8790	-11.0886	-1.4762	2.1038	2.8941
-5.9438	1.0514	0.9219	-6.9395	-4.0329	19.1066	1.0109	-2.4340
4.1606	15.5862	-3.8023	-9.6981	5.4668	-0.4099	-0.0048	-4.9110
-3.3795	-6.0943	-2.3433	-0.3997	0.4129	-0.9636	7.8963	3.0792
0.4924	5.0029	-3.8298	6.6638	-3.1207	-3.4315	-5.3080	1.2260
3.0052	7.9129	-5.4942	3.1766	-0.7970	-3.8233	-5.7577	-0.5244
