0.0178	1.1645	-0.1123	0.1171	-0.6042	-0.0728
0.0918	-0.3576	-0.4518	-0.1472	0.6090	0.7368
-0.5673	-0.3933	-0.5208	0.4647	2.7717	-0.1460
-0.4235	-0.3730	-0.3517	0.4225	2.3743	-0.1341
0.1930	-0.5795	2.5297	-0.1291	-0.4311	-0.5481
-0.2214	-0.1809	-0.4929	-0.8733	-0.4775	2.8185
-0.2417	-0.1501	2.1150	0.3407	-0.5054	-0.4213
-0.2500	-0.1653	0.2932	-0.1726	0.7568	0.6020
-0.2246	-0.3925	0.1757	0.1455	0.7413	0.4594
-0.2449	0.3485	-0.1599	1.1044	0.1911	-0.0860
0.8316	-0.2299	0.5144	-0.2904	-0.9264	0.1203
-0.3198	0.0081	-0.0302	-0.7515	-0.3143	1.4754
0.3148	-0.1474	-0.2157	0.0085	0.0794	0.2322
0.2310	-0.8222	-0.7896	-0.2234	0.6488	1.4755
2.8412	0.2276	-1.5272	-0.5440	-1.9419	0.7079
-0.2007	0.3167	1.1828	-0.0079	-0.5271	-0.0784
-0.3313	1.6091	-0.7012	0.3114	-0.4000	0.2134
-0.4679	-0.3062	0.4704	0.0793	1.2238	0.1198
-0.3219	-0.1702	-0.5012	-0.3725	0.1795	1.7374
1.4204	-0.2898	0.2822	-0.2108	-0.9730	-0.3037
0.5480	-0.1636	-0.5069	-0.4336	-0.4537	0.8301
-0.3515	-0.3929	2.0829	0.1744	0.1452	-0.0494
-0.0121	-0.0477	-0.0680	-0.1741	0.0519	0.9670
-0.5200	-0.1579	-0.0190	1.8509	0.0185	0.0009
-0.3938	1.0177	-0.5536	1.2175	-0.7113	-0.2944
-0.8586	-0.2319	-0.1282	0.2769	1.8898	-0.1088
-0.4758	0.0843	0.5353	-0.3648	0.0785	0.6595
-0.5336	2.0719	-0.8409	-0.1622	-0.7485	0.3532
-0.1521	0.1391	1.5132	0.0704	-0.5207	0.3802
-0.1933	-0.2084	-0.5070	-0.7037	-0.1444	1.6036
-0.1005	-0.4310	2.7949	0.3100	-0.9448	-0.0942
-0.1216	-0.5352	-0.6144	-0.2267	0.3944	1.2033
-0.0995	-0.0838	1.7268	0.3158	-0.8400	0.1580
-0.3168	-0.4246	1.7419	0.2199	-0.2753	-0.0215
-0.4438	-0.6133	-0.5796	0.2183	2.2252	0.2533
-0.1163	0.1285	1.3652	0.0166	-0.4693	0.3600
-0.5345	-0.3807	2.7222	-0.1319	-0.0710	-0.0528
-0.1853	-0.8369	0.0657	3.2842	-0.3599	-0.6697
-0.3586	-0.5287	3.3339	-0.0512	-0.6669	-0.1630
0.1404	-0.3401	2.6829	0.1065	-1.1019	-0.1625
-0.2908	0.4498	0.3178	-0.3386	-0.7818	0.5583
