0.2292	-0.9765	-0.8094	-0.5574	-1.2616	2.7593	0.6754
-1.0395	0.1318	2.6428	0.1269	-0.2451	-1.4449	-0.1572
3.2240	0.0459	-1.0662	-0.2460	-0.4981	-0.0563	-1.3125
-0.3939	2.7147	-0.2097	-0.6763	0.3038	-0.8476	-0.9262
-0.9866	0.3488	2.5062	-0.1159	-0.1639	-1.4004	-0.1701
2.3814	-0.4136	-0.7806	-0.5263	0.0437	0.0692	-0.6895
2.3302	-0.7571	-0.7955	-0.3310	-0.2984	0.3365	-0.3990
-0.4984	-0.7156	-0.0004	-0.5865	-0.2225	-0.6414	2.7224
-0.4643	-0.8661	0.0426	-0.7064	0.0666	-0.6078	2.5984
0.2946	-0.9731	-1.1383	-0.5973	-1.4415	3.6622	0.2621
0.1850	-1.0983	-0.8215	-0.2358	-1.0604	2.4229	0.6829
0.4075	-1.2449	-0.0887	-0.5324	-1.3474	1.1202	1.7400
0.6899	-1.4071	-0.3228	0.0088	-0.8277	0.6999	1.2557
-0.4092	-1.7252	0.1756	-0.1932	-1.1800	0.0681	3.3570
0.0492	-1.0609	-0.6422	-0.2227	-1.0890	2.0459	0.9907
1.8607	-0.8270	-0.6305	-0.3370	-0.3689	0.4331	-0.0469
0.8683	-1.0598	-0.3839	-0.0546	-0.5338	0.3770	0.8790
-0.9486	2.5335	1.0126	-0.1699	0.6132	-1.7185	-1.3263
2.4081	-0.0461	-0.7010	-0.9220	0.0569	-0.2319	-0.5008
-0.1754	-1.5064	0.5511	-0.5012	-0.9185	0.1008	2.5092
-0.6645	1.8761	0.0957	-0.8094	0.9899	-1.0078	-0.4939
-0.5190	-1.2806	0.1015	-0.1458	-0.7115	-0.2095	2.8451
-0.3969	-1.1857	0.2824	-0.2610	-0.5393	-0.2888	2.4538
-0.4247	0.2580	1.2781	-0.0329	0.2265	-0.7844	-0.5010
-0.4185	0.2672	1.4688	-0.0920	0.2314	-0.8489	-0.5903
-0.4216	-0.0207	1.6860	-0.4934	1.2380	-1.5613	-0.4006
-0.6626	2.6349	0.1108	-0.9594	1.0501	-1.1900	-1.0087
-0.7150	2.3996	0.0069	-1.0030	1.1466	-1.1194	-0.7367
-0.6751	0.1569	2.7054	-0.5604	0.1000	-1.3982	-0.3499
0.0644	0.6463	0.4569	-0.9182	0.4715	-0.4318	-0.2764
-0.6156	1.7665	0.2571	-0.8042	1.4034	-1.3417	-0.6671
-0.5278	3.3242	-0.0413	-1.0606	0.3035	-0.7450	-1.2770
3.5722	-0.8947	-0.9150	-0.4704	-0.0784	-0.3907	-0.7065
3.5770	-0.9191	-0.9430	-0.5506	-0.1078	-0.2792	-0.6574
2.3010	-0.6958	-0.7466	-0.7777	0.0589	0.2874	-0.3307
-0.9695	-0.7069	0.7160	3.4509	-1.1101	-1.2977	0.0278
-0.9582	-0.5283	0.4999	2.6901	-0.9956	-1.2295	0.6093
2.4860	-0.7612	-0.5910	-0.0500	-0.7473	0.2784	-0.5218
2.1243	-0.7889	-0.4553	-0.6307	-0.3746	0.2735	-0.0632
0.7693	-0.7705	-0.3610	-0.2354	-1.2546	1.3284	0.5898
0.0842	-0.9148	0.4473	-0.3849	-0.6786	0.1971	1.3019
-0.8306	2.0029	1.3320	-0.6324	0.2942	-1.2818	-0.8914
-0.4298	-0.8312	1.4560	0.4848	-0.2810	-1.0217	0.6891
-1.0686	0.0065	3.0970	0.0429	-0.1610	-1.8118	-0.0872
-0.6936	-0.2996	1.5338	1.6643	-0.7632	-1.2347	-0.1519
-0.4525	-0.6497	0.7995	0.5582	0.5052	-1.0399	0.3484
-0.3803	-0.9746	0.2694	-0.0017	-0.3340	-0.6262	2.1031
0.7397	-1.1395	-1.0711	-0.9566	-0.9293	2.9339	0.4989
-0.3794	-0.4340	1.6741	-0.0542	0.0118	-1.1290	0.3369
0.1454	-0.3888	0.2311	2.1617	-0.6760	-1.0065	-0.3871
-0.3047	-1.1650	0.9571	-0.5288	-0.5965	-0.4916	2.1586
0.4374	1.5756	-0.4800	-1.3146	1.6705	-0.8562	-0.9986
0.1756	-0.9977	-0.1400	-0.4970	-1.3177	1.4361	1.3796
0.1921	-0.9796	-0.1515	-0.5149	-1.3417	1.5058	1.3305
-0.4157	-0.4294	1.4288	0.7399	-0.5687	-0.9178	0.1963
0.3287	-1.5932	-0.3399	-0.5246	-0.0064	0.1675	2.0718
0.9392	-0.9351	-0.3700	-0.6868	-0.2352	1.0707	0.2803
0.8697	-0.8297	-0.5763	-0.5468	-0.4478	1.3134	0.2825
-0.3410	3.0588	-0.4068	-0.9925	0.4780	-0.5175	-1.2907
-0.7000	-0.6032	0.1076	3.9321	-1.4800	-1.1174	-0.0070
-0.4275	-0.5749	0.1357	3.3937	-1.4219	-1.0087	0.0218
-0.4290	-0.5981	0.2299	3.1910	-1.1126	-1.0724	-0.0933
-0.9100	-0.6395	0.1058	4.2824	-1.5200	-1.1674	-0.0136
-0.6466	-0.6499	0.3386	2.7518	-1.2515	-0.7188	0.2617
-0.2327	-0.5895	0.1127	2.9160	-1.2523	-0.8933	0.0451
-0.2571	0.0936	1.1741	0.3641	-0.1169	-0.8365	-0.3806
-0.6263	3.4480	-0.2152	-0.8389	0.5159	-0.9696	-1.3562
3.9742	-0.9878	-1.0178	-0.7442	-0.2945	-0.0731	-0.7373
3.4389	-0.9947	-0.8982	-0.5875	-0.3808	0.0571	-0.5251
3.6029	-0.8978	-0.9627	-0.6364	-0.2861	-0.0748	-0.6362
1.0142	-0.7308	-0.2585	0.9888	-1.0595	0.5201	-0.3821
-0.2592	-0.6510	0.1441	-0.0643	-0.2409	0.1246	0.9927
-0.7926	0.0957	2.0461	-0.0256	-0.0362	-1.0009	-0.2827
-0.2784	-0.9683	0.1451	0.8556	-0.9387	-0.0003	1.2574
-0.5916	1.8399	0.3532	-0.9130	1.1855	-1.1308	-0.7362
3.2658	-0.6904	-0.8468	-0.5407	-0.1091	-0.2825	-0.6848
0.2479	-0.6689	-0.4386	-0.5586	-0.9714	1.3931	1.0411
0.4714	-1.5608	0.2830	0.2605	-0.5872	-0.4002	1.6280
0.8095	-0.6803	-0.7211	-0.3629	-1.1429	2.0048	0.1583
1.3883	-1.3317	-0.7210	-0.7265	-0.9896	1.5606	0.8955
-0.7525	-0.3328	1.8349	0.3061	-0.1254	-1.4346	0.5610
-0.4299	0.4299	1.2094	0.9374	-0.6616	-1.0032	-0.4377
-0.5994	-0.4772	0.6263	1.8108	-0.5785	-0.8184	0.1029
0.9620	-1.0248	0.0802	-0.5091	-0.6350	0.6891	0.4977
-0.0615	0.2731	0.0424	-1.4287	2.5292	-1.0270	-0.2762
0.0159	-0.1797	0.3418	-0.9703	2.3267	-1.1189	-0.3604
-0.4977	3.7470	-0.4200	-1.3104	0.6701	-0.6622	-1.5551
2.1315	-0.9209	-0.3806	-0.6754	-0.5158	0.3777	0.0717
0.4427	0.0965	-0.1025	0.6423	-0.4818	-0.4514	-0.0949
0.0146	-1.5059	-0.2900	-0.5281	-0.5145	0.4970	2.3866
0.0841	-0.7106	0.9471	0.3687	-0.4395	-0.4762	0.2729
-0.2625	-1.0056	0.4083	0.8978	-0.9829	-0.2747	1.2959
-0.6861	2.7073	0.2536	-0.7893	0.3624	-0.8668	-1.0040
-0.2632	-0.6233	1.3912	0.8305	-0.2715	-1.2006	0.2151
-0.6046	3.6009	0.0026	-1.1286	0.5789	-1.0396	-1.4346
-0.4015	-1.4306	0.4379	-0.3714	-0.7388	-0.1287	2.6965
2.9580	-0.7860	-0.6245	-0.8698	0.1594	-0.2196	-0.5197
-0.1501	-1.1604	0.7745	-0.4382	-0.6391	-0.1017	1.7619
-0.0782	-0.2695	0.1410	-0.7318	2.5396	-1.3888	-0.1429
-0.7862	-0.0230	1.0827	1.9391	-0.5890	-1.1990	-0.3550
1.1500	-0.7217	0.3722	0.1248	-0.6459	-0.6739	0.4714
-0.9525	-0.3787	1.9692	1.3192	-0.9309	-1.2900	0.3116
-0.7428	0.0739	1.9454	-0.3821	-0.0095	-1.3156	0.4631
-0.4236	-0.7210	1.4617	1.6378	-0.8878	-1.1826	0.1903
-0.0284	-0.9732	1.4413	0.2372	-0.3564	-0.3466	0.0784
-0.6655	1.9670	0.3799	-1.1595	2.1977	-1.6476	-1.0658
0.1368	-0.8718	0.1845	0.2281	-0.6521	0.3537	0.6637
-1.3351	0.4401	3.0786	-0.1178	0.0343	-1.8906	-0.2072
-0.5909	-1.1700	0.8385	-0.2576	-0.8468	-0.4207	2.4867
0.7273	-1.5723	-0.4156	-0.4910	-0.3715	1.0088	1.1762
0.0591	2.5530	-0.5089	-1.2892	1.2661	-0.9038	-1.1699
-0.5629	-0.5292	0.9192	1.1180	-0.9040	-0.6431	0.6609
-0.1096	0.2449	-0.0762	-0.9805	1.9841	-0.7284	-0.2854
-0.6356	-0.2732	2.0693	-0.2651	0.2049	-0.9522	-0.1438
-1.4647	-1.0757	0.8050	4.4249	-2.0316	-1.3096	0.7966
-0.3126	-0.2984	0.5020	-1.0756	2.9664	-1.5526	-0.1523
0.2114	2.4633	-0.5465	-1.3526	1.5372	-1.0089	-1.2915
-0.3418	1.4157	0.3868	-0.6225	0.6750	-1.0913	-0.4359
-0.7221	-0.3012	1.6265	0.9522	-0.1635	-1.2648	-0.0676
1.0916	-1.3273	-1.1715	-0.4963	-0.7553	2.8063	-0.0821
-0.1364	0.0663	0.1439	-1.0810	2.4081	-0.9013	-0.4521
1.5031	-0.9645	-0.8606	-0.3518	-0.7974	1.4287	0.1338
-0.7464	-0.2317	0.9905	2.4578	-0.8818	-1.1900	-0.3206
-0.2871	-1.2970	0.0309	-0.2263	-0.9980	0.5706	2.2582
0.8571	-1.4077	-0.2307	0.3841	-0.5313	0.6634	0.3585
-0.9905	-0.1008	3.1936	-0.1226	0.3361	-1.8190	-0.4568
-0.8450	-0.7206	0.6655	3.4237	-1.0779	-1.3666	0.0327
-0.8085	-0.3250	2.3778	0.0462	-0.1662	-1.0263	-0.0810
-0.9599	0.2350	2.7554	-0.2801	0.6326	-1.8243	-0.5419
-0.1101	-0.8042	1.0765	-0.3287	-0.5666	-0.0139	0.7929
-0.6156	-0.6352	0.4610	3.0062	-1.3006	-1.0109	0.1841
-0.2227	-0.4184	1.2744	-0.1394	0.5956	-1.0325	-0.0126
-0.1167	-0.5357	0.5416	-0.7811	1.8510	-1.0211	0.1254
3.2904	-0.5872	-0.8346	-0.7702	0.7194	-0.7989	-0.9033
0.7578	-0.9474	-0.8728	-0.9682	-0.6080	2.4573	0.2436
0.4750	-1.1441	-0.7715	-0.4782	-1.3020	2.6310	0.6578
2.3517	-0.7416	-0.7942	-0.4684	0.3723	-0.3432	-0.2745
